silo_ID;destination_cod;destination_mun;destination_state;destination_biome;destination_lat;destination_long;destination_cnpj;destination_company;destination_dt;company_group;asset_risk
1177;BR-5107875;SAPEZAL;MT;CERRADO;-13.285;-58.785;8040000000000.0;AGROPECUARIA LEIRIA LTDA;b1.5;other;At-risk
1178;BR-5107875;SAPEZAL;MT;CERRADO;-13.283;-58.543;315000000000.0;AGROPECUARIA MAGGI LTDA;b1.1, b1.2, b1.5;other;At-risk
1179;BR-5107875;SAPEZAL;MT;CERRADO;-13.502;-58.505;315000000000.0;AGROPECUARIA MAGGI LTDA;b1.5;other;At-risk
1180;BR-5107875;SAPEZAL;MT;CERRADO;-13.357;-58.453;8150000000000.0;SS COMERCIO DE CEREAIS LTDA;b1.5;other;At-risk
1181;BR-5107875;SAPEZAL;MT;CERRADO;-13.273;-58.352;8770000000000.0;TUPANCY COM DE CEREAIS E SERVICOS LTDA;b1.4, b1.5;other;At-risk
1182;BR-5101902;BRASNORTE;MT;AMAZON;-13.171;-57.828;51433524104.0;ADELAR DELLALIBERA;b1.5;other;At-risk
1183;BR-5102637;CAMPO NOVO DO PARECIS;MT;CERRADO;-13.326;-57.742;33259135987.0;ALTAIR JOSE MARIA;b1.5;other;At-risk
1184;BR-5102637;CAMPO NOVO DO PARECIS;MT;CERRADO;-13.27;-57.738;33719578100.0;RUI CARLOS OTTONI PRADO;b1.5;other;At-risk
1185;BR-5103502;DIAMANTINO;MT;CERRADO;-13.952;-57.105;10400000000000.0;BOM FUTURO AGRICOLA LTDA;b1.4, b1.5;other;At-risk
1186;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;RAUL RAIMUNDO;b1.5;other;At-risk
1187;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;NOEDIR JOSE KARAM MARCONDES;b1.5;other;At-risk
1188;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;NAPOLEAO RUTILLI;b1.5;other;At-risk
1189;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;GILSON BATAGLINI;b1.5;other;At-risk
1190;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;EDMAR JOSE SIA;b1.5;other;At-risk
1191;BR-5103502;DIAMANTINO;MT;CERRADO;-13.891;-56.91;0.0;AGROPECUARIA SANTA ADRIANA SA;b1.5;other;At-risk
1192;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;RAUL RAIMUNDO;b1.5;other;At-risk
1193;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;NOEDIR JOSE KARAM MARCONDES;b1.5;other;At-risk
1194;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;NAPOLEAO RUTILLI;b1.5;other;At-risk
1195;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;GILSON BATAGLINI;b1.5;other;At-risk
1196;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;EDMAR JOSE SIA;b1.5;other;At-risk
1197;BR-5103502;DIAMANTINO;MT;CERRADO;-13.883;-56.883;0.0;AGROPECUARIA SANTA ADRIANA SA;b1.5;other;At-risk
1198;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;RAUL RAIMUNDO;b1.5;other;At-risk
1199;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;NOEDIR JOSE KARAM MARCONDES;b1.5;other;At-risk
1200;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;NAPOLEAO RUTILLI;b1.5;other;At-risk
1201;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;GILSON BATAGLINI;b1.5;other;At-risk
1202;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;EDMAR JOSE SIA;b1.5;other;At-risk
1203;BR-5103502;DIAMANTINO;MT;CERRADO;-13.898;-56.851;0.0;AGROPECUARIA SANTA ADRIANA SA;b1.5;other;At-risk
1204;BR-5107305;SAO JOSE DO RIO CLARO;MT;AMAZON;-13.505;-56.614;12300000000000.0;SAO VICENTE ARMAZENS GERAIS LTDA  EPP;b1.4;other;At-risk
1205;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.312;-56.572;31805841815.0;VILSON CORROLAN;b1.5;other;At-risk
1206;BR-5103502;DIAMANTINO;MT;CERRADO;-14.182;-56.528;44525729953.0;ROGER AUGUSTO RODRIGUES;b1.5;other;At-risk
1207;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;RAUL RAIMUNDO;b1.5;other;At-risk
1208;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;NOEDIR JOSE KARAM MARCONDES;b1.5;other;At-risk
1209;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;NAPOLEAO RUTILLI;b1.5;other;At-risk
1210;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;GILSON BATAGLINI;b1.5;other;At-risk
1211;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;EDMAR JOSE SIA;b1.5;other;At-risk
1212;BR-5103502;DIAMANTINO;MT;CERRADO;-14.052;-56.52;0.0;AGROPECUARIA SANTA ADRIANA SA;b1.5;other;At-risk
1213;BR-5103502;DIAMANTINO;MT;CERRADO;-14.297;-56.465;5800000000000.0;TERRA SANTA AGRO SA;b1.5;other;At-risk
1214;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.289;-56.408;34206477000.0;GILBERTO VENDRUSCOLO;b1.5;other;At-risk
1215;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;RAUL RAIMUNDO;b1.5;other;At-risk
1216;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;NOEDIR JOSE KARAM MARCONDES;b1.5;other;At-risk
1217;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;NAPOLEAO RUTILLI;b1.5;other;At-risk
1218;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;GILSON BATAGLINI;b1.5;other;At-risk
1219;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;EDMAR JOSE SIA;b1.5;other;At-risk
1220;BR-5103502;DIAMANTINO;MT;CERRADO;-14.364;-56.408;0.0;AGROPECUARIA SANTA ADRIANA SA;b1.5;other;At-risk
1221;BR-5103502;DIAMANTINO;MT;CERRADO;-14.37;-56.406;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b1.4, b1.5, b2.1, b2.2, b2.4;AMAGGI;At-risk
1222;BR-5103502;DIAMANTINO;MT;CERRADO;-14.384;-56.388;7670000000000.0;RURAL DISTRIBUIDORA DE PRODUTOS AGRICOLAS LTDA;b1.5;other;At-risk
1223;BR-5103502;DIAMANTINO;MT;CERRADO;-14.52;-56.221;45204497900.0;DORVALINO SANDRI;b1.5;other;At-risk
1224;BR-5103502;DIAMANTINO;MT;CERRADO;-14.468;-56.204;52285553900.0;MARINES CHRISTOFOLLI PARISENTI;b1.5;other;At-risk
1225;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.723;-56.194;70400000000000.0;PAULO MOCELLIN;b1.5;other;At-risk
1226;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1227;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1228;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1229;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1230;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1231;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.936;-56.12;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1232;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.63062803;-56.10357937;47100000000000.0;LOUIS DREYFUS COMPANY BRASIL SA;b1.1, b1.2, b1.4, b1.5;LOUIS DREYFUS;At-risk
1233;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.63062803;-56.10357937;21878510010.0;JOAO REUS PINTO;b1.5;other;At-risk
1234;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.63062803;-56.10357937;10900000000000.0;ABJ COMERCIO AGRICOLA LTDA;b1.2, b1.4, b1.5;other;At-risk
1235;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.63062803;-56.10357937;1670000000000.0;VANGUARDA DO BRASIL SA;b1.4, b1.5;other;At-risk
1236;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.977;-56.102;4691695087.0;VENICIO COSTA BEBER;b1.5;other;At-risk
1237;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.834;-56.084;26600000000000.0;COOPERATIVA AGROPECUARIA MISTA NOVA MUTUM;b1.5;other;At-risk
1238;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.978;-56.084;7630000000000.0;AGROVERDE AGRONEGOCIOS E LOGISTICA LTDA;b1.4, b1.5;other;At-risk
1239;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.845;-56.082;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.2, b1.4, b1.5;ADM;At-risk
1240;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1241;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1242;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1243;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1244;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1245;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.799;-56.071;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1246;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1247;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1248;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1249;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1250;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1251;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.801;-56.071;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1252;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.527;-56.066;35133422091.0;VICENTE LUIZ COSTA BEBER;b1.5;other;At-risk
1253;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1254;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1255;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1256;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1257;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1258;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.547;-56.066;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1259;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.752;-55.991;84000000000000.0;BUNGE ALIMENTOS SA;b1.1, b1.2, b1.4, b1.5;BUNGE;At-risk
1260;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1261;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1262;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1263;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1264;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1265;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.618;-55.914;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1266;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1267;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1268;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1269;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1270;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1271;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.762;-55.912;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1272;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.752;-55.907;50167669915.0;ALMIR LUNARDI;b1.5;other;At-risk
1273;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1274;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1275;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1276;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1277;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1278;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.84;-55.887;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1279;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1280;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1281;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1282;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1283;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1284;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.862;-55.871;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1285;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1286;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1287;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1288;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1289;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1290;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.955;-55.862;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1291;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1292;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1293;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1294;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1295;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1296;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.933;-55.858;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1297;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.882;-55.821;35291176172.0;NAIRRON LUIZ PECCIN;b1.5;other;At-risk
1298;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1299;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1300;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1301;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1302;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1303;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.707;-55.815;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1304;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1305;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1306;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1307;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1308;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1309;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.835;-55.75;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1310;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.765;-55.749;10655883991.0;ALAOR ANTONIO ZANCANARO;b1.5;other;At-risk
1311;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1312;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1313;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1314;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1315;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1316;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.849;-55.739;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1317;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.776;-55.716;2000000000000.0;ADM DO BRASIL LTDA;b1.1, b1.2, b1.4, b1.5;ADM;At-risk
1318;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;WALI ZMYSIONY  BECKER;b1.5;other;At-risk
1319;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;VOLNEI COSTA BEBER;b1.5;other;At-risk
1320;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;SINAR COSTA BEBER;b1.5;other;At-risk
1321;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;MARCOS VINICIUS COSTA BEBER;b1.5;other;At-risk
1322;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;ANGELO BRIZOT II;b1.5;other;At-risk
1323;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.768;-55.698;0.0;ALPHAGRAIN COMERCIO DE CEREAIS E ARMAZENS GERAIS LTDA;b1.5;other;At-risk
1324;BR-5106224;NOVA MUTUM;MT;CERRADO;-13.771;-55.696;92972292987.0;ODAIR MANTOVAN;b1.5;other;At-risk
1325;BR-5107875;SAPEZAL;MT;CERRADO;-12.85;-58.764;20500000000000.0;SCHEFFER ARMAZENS GERAIS LTDA;b1.4, b1.5;other;At-risk
1326;BR-5107875;SAPEZAL;MT;CERRADO;-13.15436876;-58.65234804;7980000000000.0;AGROPECUARIA BIGOLIN;b1.4, b1.5;other;At-risk
1327;BR-5107875;SAPEZAL;MT;CERRADO;-12.952;-58.593;1980000000000.0;AGROPECUARIA LOCKS LTDA;b1.5;other;At-risk
1328;BR-5107875;SAPEZAL;MT;CERRADO;-12.883;-58.574;30818125934.0;ELIZEU ZULMAR MAGGI SCHEFFER;b1.5;other;At-risk
1329;BR-5101902;BRASNORTE;MT;AMAZON;-12.453;-58.137;46968580900.0;BALTAZAR  ZILIO;b1.5;other;At-risk
1330;BR-5101902;BRASNORTE;MT;AMAZON;-12.807;-58.095;40745511953.0;VALDIR ACCO;b1.5;other;At-risk
1331;BR-5101902;BRASNORTE;MT;AMAZON;-12.935;-58.09;27115836000.0;EDEMAR LUIZ TAMIOZZO;b1.5;other;At-risk
1332;BR-5101902;BRASNORTE;MT;AMAZON;-12.793;-58.067;82077851104.0;RODRIGO FUCKS SIVERIS;b1.5;other;At-risk
1333;BR-5101902;BRASNORTE;MT;AMAZON;-12.482;-58.054;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b1.4, b1.5, b2.1, b2.2, b2.4;AMAGGI;At-risk
1334;BR-5101902;BRASNORTE;MT;AMAZON;-12.646;-58.048;3350000000000.0;ARMAZENS GERAIS MUNDO NOVO LTDA;b1.5;other;At-risk
1335;BR-5101902;BRASNORTE;MT;AMAZON;-12.868;-58.008;44411901900.0;CIDALIA MARQUES MIRANDA E OUTRAS;b1.5;other;At-risk
1336;BR-5101902;BRASNORTE;MT;AMAZON;-12.42191661;-57.99882843;3110000000000.0;MONICA ARMAZENS GERAIS LTDA  ME;b1.5;other;At-risk
1337;BR-5108907;NOVA MARINGA;MT;AMAZON;-13.062;-57.088;9080000000000.0;NOVAAGRI INFRAESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOLA SA;b1.2, b1.4;other;At-risk
1338;BR-5101902;BRASNORTE;MT;AMAZON;-11.749;-58.142;4120655849.0;JOSE PASCOAL COSTANTINI;b1.5;other;At-risk
1339;BR-1100205;PORTO VELHO;RO;AMAZON;-8.371;-63.475;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b2.1, b2.2;AMAGGI;At-risk
1340;BR-5108402;VARZEA GRANDE;MT;CERRADO;-15.727;-56.141;4510000000000.0;TIO ICO IND E COM E SERV LTDA;b1.4;other;Negligible
1341;BR-5102678;CAMPO VERDE;MT;CERRADO;-15.406;-55.12;22800000000000.0;DTI SEMENTES SA;b1.2, b1.4;other;At-risk
1342;BR-5102678;CAMPO VERDE;MT;CERRADO;-15.34827679;-54.96114933;47100000000000.0;LOUIS DREYFUS COMPANY BRASIL SA;b1.1, b1.2, b1.4;LOUIS DREYFUS;At-risk
1343;BR-5103601;DOM AQUINO;MT;CERRADO;-15.404;-54.609;16700000000000.0;PRODUZIR AGROPECUARIA LTDA;b1.1, b1.4;other;Negligible
1344;BR-5107792;SANTO ANTONIO DO LESTE;MT;CERRADO;-14.81919002;-53.67100496;5680000000000.0;O TELHAR AGROPECUARIA LTDA;b1.2;other;Negligible
1345;BR-5107859;SAO FELIX DO ARAGUAIA;MT;AMAZON;-11.172;-52.819;21062803000.0;OSCAR LUIZ CERVI;b1.5;other;Negligible
1346;BR-5107859;SAO FELIX DO ARAGUAIA;MT;AMAZON;-11.372;-52.245;32400000000000.0;GLENCORE IMPORTADORA E EXPORTADORA SA;b1.1, b1.2, b1.4, b1.5;GLENCORE;At-risk
1347;BR-5107859;SAO FELIX DO ARAGUAIA;MT;AMAZON;-11.428;-52.217;4290000000000.0;SINAGRO PRODUTOS AGROPECUARIOS SA;b1.2, b1.4, b1.5;other;At-risk
1348;BR-5107859;SAO FELIX DO ARAGUAIA;MT;AMAZON;-11.255;-52.131;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b1.4, b1.5, b2.1, b2.2, b2.4;AMAGGI;Negligible
1349;BR-5107859;SAO FELIX DO ARAGUAIA;MT;AMAZON;-11.72;-51.992;315000000000.0;AGROPECUARIA MAGGI LTDA;b1.1, b1.2, b1.5;other;At-risk
1350;BR-5107354;SAO JOSE DO XINGU;MT;AMAZON;-10.361;-52.195;77300000000000.0;AMAGGI EXPORTACAO E IMPORTACAO LTDA;b1.1, b1.2, b1.4, b2.1, b2.2;AMAGGI;Negligible
1351;BR-5102702;CANARANA;MT;CERRADO;-12.803;-52.591;10400000000000.0;BOM FUTURO AGRICOLA LTDA;b1.4, b1.5;other;At-risk
1352;BR-5106455;PLANALTO DA SERRA;MT;CERRADO;-14.439;-54.765;10400000000000.0;BOM FUTURO AGRICOLA LTDA;b1.4;other;Negligible
1353;BR-5105259;LUCAS DO RIO VERDE;MT;CERRADO;-13.18;-55.981;0.0;NELIO PIVA;b1.5;other;At-risk
1354;BR-5105259;LUCAS DO RIO VERDE;MT;CERRADO;-13.18;-55.981;0.0;AGROINDUSTRIAL PSF LTSA;b1.5;other;At-risk
